Charlson comorbidity index and Read codes in CPRD,,,
Charlson_index,Medcode,Readcode,Readterm
2,93342,B66z.00,Monocytic leukaemia NOS
1,11150,H311.00,Mucopurulent chronic bronchitis
1,61513,H311z00,Mucopurulent chronic bronchitis NOS
1,8634,E004.11,Multi infarct dementia
1,69204,J615100,Multilobular portal cirrhosis
1,98642,G633.00,Multiple and bilateral precerebral arterial occlusion
1,52323,J11z.12,Multiple gastric ulcers
2,4944,B630.00,Multiple myeloma
2,37182,B63..00,Multiple myeloma and immunoproliferative neoplasms
1,17085,N240200,Muscular rheumatism
1,41694,H355.00,Mushroom workers' lung
2,39420,F381300,Myasthenic syndrome due to diabetic amyotrophy
2,12006,B621.00,Mycosis fungoides
2,38005,B621z00,Mycosis fungoides NOS
2,91674,B621300,Mycosis fungoides of intra-abdominal lymph nodes
2,96379,B621400,Mycosis fungoides of lymph nodes of axilla and upper limb
2,72714,B621500,Mycosis fungoides of lymph nodes of inguinal region and leg
2,95012,B621800,Mycosis fungoides of lymph nodes of multiple sites
2,95949,B621000,Mycosis fungoides of unspecified site
2,7176,B65..00,Myeloid leukaemia
2,33344,B65z.00,Myeloid leukaemia NOS
2,70724,B653.00,Myeloid sarcoma
2,15211,B630.12,Myelomatosis
2,20440,B69..00,Myelomonocytic leukaemia
2,17056,B6y0.11,Myeloproliferative disease
2,6115,B6y0.00,Myeloproliferative disorder
2,39336,B6y1.00,Myelosclerosis with myeloid metaplasia
1,108072,F396100,Myopathy due to disseminated lupus erythematosus
1,31209,F396400,Myopathy due to rheumatoid arthritis
1,55601,F396600,Myopathy due to scleroderma
1,5884,C109.11,NIDDM - Non-insulin dependent diabetes mellitus
1,56803,C107400,NIDDM with peripheral circulatory disorder
2,782,B....00,Neoplasms
2,35904,Bz...00,Neoplasms NOS
2,45700,By...00,Neoplasms otherwise specified
2,10647,K02..11,Nephritis - chronic
2,4850,K03..11,Nephritis and nephropathy unspecified
2,33580,K03..00,Nephritis and nephropathy unspecified
2,67193,K032y00,Nephritis unsp+OS membranoprolif glomerulonephritis lesion
2,94350,K032z00,Nephritis unsp+membranoprolif glomerulonephritis lesion NOS
2,2773,K0...00,"Nephritis, nephrosis and nephrotic syndrome"
2,30310,K081.00,Nephrogenic diabetes insipidus
2,11875,K02..12,Nephropathy - chronic
2,21989,K019.00,"Nephrotic syn,diffuse mesangiocapillary glomerulonephritis"
1,47672,K01x400,Nephrotic syndrome in systemic lupus erythematosus
2,99644,K012.00,Nephrotic syndrome+membranoproliferative glomerulonephritis
2,5179,B620.00,Nodular lymphoma (Brill - Symmers disease)
2,65701,B620z00,Nodular lymphoma NOS
2,92068,B620300,Nodular lymphoma of intra-abdominal lymph nodes
2,105203,B620200,Nodular lymphoma of intrathoracic lymph nodes
2,45264,B620100,"Nodular lymphoma of lymph nodes of head, face and neck"
2,94995,B620500,Nodular lymphoma of lymph nodes of inguinal region and leg
2,58082,B620800,Nodular lymphoma of lymph nodes of multiple sites
2,66327,B620000,Nodular lymphoma of unspecified site
2,3604,B627.00,Non - Hodgkin's lymphoma
2,10755,F420600,Non proliferative diabetic retinopathy
1,16455,J615z00,Non-alcoholic cirrhosis NOS
2,69278,C109E00,Non-insulin depend diabetes mellitus with diabetic cataract
2,40962,C109H00,Non-insulin dependent d m with neuropathic arthropathy
1,506,C100112,Non-insulin dependent diabetes mellitus
1,4513,C109.00,Non-insulin dependent diabetes mellitus
1,8403,C109700,Non-insulin dependent diabetes mellitus - poor control
1,24693,C109G00,Non-insulin dependent diabetes mellitus with arthropathy
1,40401,C109500,Non-insulin dependent diabetes mellitus with gangrene
1,43785,C109D00,Non-insulin dependent diabetes mellitus with hypoglyca coma
2,72320,C109A00,Non-insulin dependent diabetes mellitus with mononeuropathy
2,59365,C109C00,Non-insulin dependent diabetes mellitus with nephropathy
2,45467,C109B00,Non-insulin dependent diabetes mellitus with polyneuropathy
1,34912,C109400,Non-insulin dependent diabetes mellitus with ulcer
1,62146,C109300,Non-insulin-dependent diabetes mellitus with multiple comps
2,55842,C109200,Non-insulin-dependent diabetes mellitus with neuro comps
2,50429,C109100,Non-insulin-dependent diabetes mellitus with ophthalm comps
2,52303,C109000,Non-insulin-dependent diabetes mellitus with renal comps
2,17262,C109600,Non-insulin-dependent diabetes mellitus with retinopathy
1,29979,C109900,Non-insulin-dependent diabetes mellitus without complication
1,15205,N2z..00,Nonarticular rheumatism NOS
1,45284,2A42.00,O/E - ankle reflex abnormal
2,9835,2BBL.00,O/E - diabetic maculopathy present both eyes
1,11680,2I16.00,O/E - gangrene
2,22135,2833,O/E - hemiplegia
2,11129,2BBQ.00,O/E - left eye background diabetic retinopathy
2,13103,2BBS.00,O/E - left eye preproliferative diabetic retinopathy
2,13101,2BBV.00,O/E - left eye proliferative diabetic retinopathy
2,52041,2BBl.00,O/E - left eye stable treated prolif diabetic retinopathy
2,36133,2835,O/E - paraplegia
2,11433,2BBP.00,O/E - right eye background diabetic retinopathy
2,13099,2BBR.00,O/E - right eye preproliferative diabetic retinopathy
2,47328,2BBk.00,O/E - right eye stable treated prolif diabetic retinopathy
1,63216,H464100,Obliterative bronchiolitis due to chemical fumes
1,27819,H312.00,Obstructive chronic bronchitis
1,44525,H312z00,Obstructive chronic bronchitis NOS
1,3458,663V000,Occasional asthma
1,71274,G677400,Occlusion+stenosis of multiple and bilat cerebral arteries
1,22752,173c.00,Occupational asthma
2,4865,B10z.11,Oesophageal cancer
3,1641,G85..11,Oesophageal varices
3,10797,G858.00,Oesophageal varices NOS
3,8363,G852300,Oesophageal varices in alcoholic cirrhosis of the liver
3,26319,G852200,Oesophageal varices in cirrhosis of the liver
3,44424,G852.00,Oesophageal varices in diseases EC
3,62582,G852z00,Oesophageal varices in diseases EC NOS
3,24989,G850.00,Oesophageal varices with bleeding
3,96756,G852000,Oesophageal varices with bleeding in diseases EC
3,30655,G851.00,Oesophageal varices without bleeding
3,73139,G852100,Oesophageal varices without bleeding in diseases EC
1,4017,G32..00,Old myocardial infarction
1,96717,S621.00,Open traumatic subarachnoid haemorrhage
1,33914,761Jz00,Operation on gastric ulcer NOS
1,5928,7627,Operations on duodenal ulcer
1,23688,761J.00,Operations on gastric ulcer
2,29735,B30..12,Osteoma
2,19437,B30z000,Osteosarcoma
2,44318,B62xX00,Oth and unspecif peripheral & cutaneous T-cell lymphomas
1,34803,G30y.00,Other acute myocardial infarction
1,46017,G30yz00,Other acute myocardial infarction NOS
2,35235,K04y.00,Other acute renal failure
1,51858,H35y.00,Other allergic alveolitis
1,55552,H35yz00,Other allergic alveolitis NOS
2,94174,B67y.00,Other and unspecified leukaemia
2,99413,B67yz00,Other and unspecified leukaemia NOS
1,13577,G67..00,Other cerebrovascular disease
1,37493,G67z.00,Other cerebrovascular disease NOS
1,34117,G67y.00,Other cerebrovascular disease OS
1,66043,H31y.00,Other chronic bronchitis
1,68066,H31yz00,Other chronic bronchitis NOS
2,63615,K02yz00,Other chronic glomerulonephritis NOS
1,40788,H32y.00,Other emphysema
1,16410,H32yz00,Other emphysema NOS
2,64567,B63y.00,Other immunoproliferative neoplasms
2,50804,K08yz00,Other impaired renal function disorder NOS
2,34692,B68y.00,Other leukaemia of unspecified cell type
2,49725,B64y.00,Other lymphoid leukaemia
2,38331,B64yz00,Other lymphoid leukaemia NOS
6,26034,B591.00,Other malignant neoplasm NOS
2,33333,B62..00,Other malignant neoplasm of lymphoid and histiocytic tissue
2,4632,B33..00,Other malignant neoplasm of skin
2,99015,B66y.00,Other monocytic leukaemia
2,103645,B66yz00,Other monocytic leukaemia NOS
2,66089,B65yz00,Other myeloid leukaemia NOS
1,5943,G73..00,Other peripheral vascular disease
1,51326,G63y.00,Other precerebral artery occlusion
3,48102,J62y.00,Other sequelae of chronic liver disease
1,5387,G301.00,Other specified anterior myocardial infarction
1,51311,G6y..00,Other specified cerebrovascular disease
1,59288,C103y00,Other specified diabetes mellitus with coma
1,38617,C101y00,Other specified diabetes mellitus with ketoacidosis
2,61523,C106y00,Other specified diabetes mellitus with neurological comps
2,47377,C105y00,Other specified diabetes mellitus with ophthalmic complicatn
1,10098,C10yy00,Other specified diabetes mellitus with other spec comps
2,13279,C104y00,Other specified diabetes mellitus with renal complications
1,64283,C10zy00,Other specified diabetes mellitus with unspecified comps
2,37272,B67..00,Other specified leukaemia
2,30632,B67z.00,Other specified leukaemia NOS
1,35759,N2y..00,Other specified nonarticular rheumatism
1,94104,761Jy00,Other specified operation on gastric ulcer
1,38907,G73y.00,Other specified peripheral vascular disease
1,4325,G73yz00,Other specified peripheral vascular disease NOS
2,99887,B60y.00,Other specified reticulosarcoma or lymphosarcoma
3,89587,A704z00,Other specified viral hepatitis with hepatic coma NOS
1,19354,G65y.00,Other transient cerebral ischaemia
2,10314,B057.00,Overlapping lesion of other and unspecified parts of mouth
2,101907,B182.00,Overlapping malign lesion of retroperitoneum and peritoneum
2,96585,B32y000,Overlapping malignant melanoma of skin
2,20170,B222.11,Pancoast's syndrome
1,46578,H321.00,Panlobular emphysema
2,3063,F241.00,Paraplegia
2,99040,F230.11,Paraplegia - congenital
6,18676,B585000,Pathological fracture due to metastatic bone disease
1,12213,8BL2.00,Patient on maximal tolerated therapy for diabetes
1,670,J13..00,Peptic ulcer - (PU) site unspecified
1,19928,J13z.00,Peptic ulcer NOS
1,24021,J102000,Peptic ulcer of oesophagus
1,4643,1956,Peptic ulcer symptoms
1,11104,J111211,Perforated chronic gastric ulcer
2,12464,B62x200,Peripheral T-cell lymphoma
1,9204,G732.00,Peripheral gangrene
1,5702,G73..11,Peripheral ischaemic vascular disease
1,3530,G73z.00,Peripheral vascular disease NOS
1,2760,G73zz00,Peripheral vascular disease NOS
1,17464,G32..12,Personal history of myocardial infarction
2,18231,B540.11,Phaeochromocytoma
2,68114,K080000,Phosphate-losing tubular disorders
1,31447,H352100,Pigeon-fanciers' lung
1,8206,C350012,Pigmentary cirrhosis of liver
1,45427,H35y500,Pituitary snuff-takers' disease
2,39187,B631.00,Plasma cell leukaemia
2,21329,B630200,Plasmacytoma NOS
1,5005,H410.00,Pleural plaque disease due to asbestosis
1,31423,H45..00,Pneumoconiosis NOS
1,23461,H43z.00,Pneumoconiosis due to inorganic dust NOS
1,65376,H43..00,Pneumoconiosis due to other inorganic dust
1,7731,H330.14,Pollen asthma
1,1408,N20..00,Polymyalgia rheumatica
1,15511,N004.00,Polymyositis
1,93927,N231400,Polymyositis ossificans
2,63555,F374z00,Polyneuropathy in disease NOS
1,62401,F371200,Polyneuropathy in rheumatoid arthritis
1,47257,J615.11,Portal cirrhosis
1,55454,J615y00,Portal cirrhosis unspecified
1,40963,J61y300,Portal fibrosis without cirrhosis
3,5129,J623.00,Portal hypertension
1,41491,H341.00,Post-infective bronchiectasis
1,50960,L180500,"Pre-existing diabetes mellitus, insulin-dependent"
1,50609,L180600,"Pre-existing diabetes mellitus, non-insulin-dependent"
1,55431,L180X00,"Pre-existing diabetes mellitus, unspecified"
1,45781,G63..00,Precerebral arterial occlusion
1,71585,G63z.00,Precerebral artery occlusion NOS
2,2986,F420200,Preproliferative diabetic retinopathy
1,6333,J11..11,Prepyloric ulcer
1,15165,E001.00,Presenile dementia
1,38438,E001z00,Presenile dementia NOS
1,40068,G731100,Presenile gangrene
2,68410,B150200,Primary angiosarcoma of liver
1,5638,J616000,Primary biliary cirrhosis
2,16126,B150000,Primary carcinoma of liver
2,25535,B150.00,Primary malignant neoplasm of liver
2,44399,B150z00,Primary malignant neoplasm of liver NOS
6,11035,B593.00,Primary malignant neoplasm of unknown site
2,11991,B454.11,Primary vulval cancer
1,44141,N001000,Progressive systemic sclerosis
2,3286,F420100,Proliferative diabetic retinopathy
2,31586,B64y100,Prolymphocytic leukaemia
1,40159,H311000,Purulent chronic bronchitis
1,3101,J11..12,Pyloric ulcer
2,5901,B141.12,Rectal carcinoma
1,20364,H340.00,Recurrent bronchiectasis
1,29317,J124.00,Recurrent duodenal ulcer
1,53480,J614300,Recurrent hepatitis
2,41676,K034.00,Renal cortical necrosis unspecified
2,34648,K080100,Renal dwarfism
2,350,K06..00,Renal failure unspecified
2,50728,K080200,Renal infantilism
2,18712,B4A..11,Renal malignant neoplasm
2,45867,K035.00,Renal medullary necrosis unspecified
2,29638,K080.00,Renal osteodystrophy
2,34637,K080z00,Renal osteodystrophy NOS
2,66062,K080300,Renal rickets
1,64710,7612500,Resection of gastric ulcer by cautery
2,1481,B600.00,Reticulosarcoma
2,99240,B600z00,Reticulosarcoma NOS
2,70374,B600300,Reticulosarcoma of intra-abdominal lymph nodes
2,71031,B600100,"Reticulosarcoma of lymph nodes of head, face and neck"
2,95058,B600700,Reticulosarcoma of spleen
2,60242,B600000,Reticulosarcoma of unspecified site
2,99951,B60z.00,Reticulosarcoma or lymphosarcoma NOS
1,33474,N240.00,Rheumatism and fibrositis unspecified
1,35937,N240z00,Rheumatism or fibrositis NOS
1,1029,N240000,Rheumatism unspecified
1,844,N040.00,Rheumatoid arthritis
1,27603,N04..00,Rheumatoid arthritis and other inflammatory polyarthropathy
1,51238,N040K00,Rheumatoid arthritis of 1st MTP joint
1,63198,N040A00,Rheumatoid arthritis of DIP joint of finger
1,107112,N040M00,Rheumatoid arthritis of IP joint of toe
1,42299,N040800,Rheumatoid arthritis of MCP joint
1,41941,N040900,Rheumatoid arthritis of PIP joint of finger
1,100914,N040400,Rheumatoid arthritis of acromioclavicular joint
1,51239,N040F00,Rheumatoid arthritis of ankle
1,63365,N040600,Rheumatoid arthritis of distal radio-ulnar joint
1,59738,N040500,Rheumatoid arthritis of elbow
1,49067,N040B00,Rheumatoid arthritis of hip
1,50863,N040D00,Rheumatoid arthritis of knee
1,99414,N040L00,Rheumatoid arthritis of lesser MTP joint
1,71784,N040J00,Rheumatoid arthritis of other tarsal joint
1,100776,N040C00,Rheumatoid arthritis of sacro-iliac joint
1,21358,N040200,Rheumatoid arthritis of shoulder
1,107963,N040300,Rheumatoid arthritis of sternoclavicular joint
1,73619,N040G00,Rheumatoid arthritis of subtalar joint
1,70658,N040H00,Rheumatoid arthritis of talonavicular joint
1,107791,N040E00,Rheumatoid arthritis of tibio-fibular joint
1,48832,N040700,Rheumatoid arthritis of wrist
1,43816,G5yA.00,Rheumatoid carditis
1,9954,H570.00,Rheumatoid lung
1,31724,N04y000,Rheumatoid lung
1,46436,N042100,Rheumatoid lung disease
1,10079,G580.12,Right heart failure
2,3293,F223.00,Right hemiplegia
1,19201,G61X100,"Right sided intracerebral haemorrhage, unspecified"
3,47214,760F300,Rigid oesophagoscopic injection sclerotherapy oesoph varices
1,13572,G713.11,Ruptured abdominal aortic aneurysm
1,15304,G715.00,Ruptured aortic aneurysm NOS
1,29939,G600.00,Ruptured berry aneurysm
1,63920,G713000,Ruptured suprarenal aortic aneurysm
1,16800,G711.11,Ruptured thoracic aortic aneurysm
2,12539,B3...12,Sarcoma of bone and connective tissue
1,3670,N001.00,Scleroderma
6,25366,B561300,Secondary and unspec malig neop ant mediastinal lymph nodes
6,44627,B560800,Secondary and unspec malig neop anterior cervical LN
6,50199,B563.00,Secondary and unspec malig neop axilla and upper limb LN
6,73538,B563z00,Secondary and unspec malig neop axilla and upper limb LN NOS
6,37540,B563000,Secondary and unspec malig neop axillary lymph nodes
6,62124,B561800,Secondary and unspec malig neop bronchopulmonary lymph nodes
6,101662,B565200,Secondary and unspec malig neop circumflex iliac LN
6,41691,B562000,Secondary and unspec malig neop coeliac lymph nodes
6,18658,B562300,Secondary and unspec malig neop common iliac lymph nodes
6,68611,B560900,Secondary and unspec malig neop deep cervical LN
6,61289,B564100,Secondary and unspec malig neop deep inguinal lymph nodes
6,92703,B560400,Secondary and unspec malig neop deep parotid lymph nodes
6,95378,B561200,Secondary and unspec malig neop diaphragmatic lymph nodes
6,69132,B562400,Secondary and unspec malig neop external iliac lymph nodes
6,61677,B562200,Secondary and unspec malig neop inferior mesenteric LN
6,69392,B561700,Secondary and unspec malig neop inferior tracheobronchial LN
6,50904,B563200,Secondary and unspec malig neop infraclavicular lymph nodes
6,63915,B564.00,Secondary and unspec malig neop inguinal and lower limb LN
6,105953,B561100,Secondary and unspec malig neop intercostal lymph nodes
6,84368,B565000,Secondary and unspec malig neop internal iliac lymph nodes
6,37919,B561000,Secondary and unspec malig neop internal mammary lymph nodes
6,44931,B562z00,Secondary and unspec malig neop intra-abdominal LN NOS
6,52736,B562.00,Secondary and unspec malig neop intra-abdominal lymph nodes
6,72803,B565z00,Secondary and unspec malig neop intrapelvic LN NOS
6,6701,B565.00,Secondary and unspec malig neop intrapelvic lymph nodes
6,93716,B561z00,Secondary and unspec malig neop intrathoracic LN NOS
6,64116,B561.00,Secondary and unspec malig neop intrathoracic lymph nodes
6,15507,B56z.00,Secondary and unspec malig neop lymph nodes NOS
6,49214,B560.00,Secondary and unspec malig neop lymph nodes head/face/neck
6,20159,B56y.00,Secondary and unspec malig neop lymph nodes multiple sites
6,28059,B560600,Secondary and unspec malig neop of facial lymph nodes
6,70747,B564z00,Secondary and unspec malig neop of inguinal and leg LN NOS
6,64918,B560000,Secondary and unspec malig neop of superficial parotid LN
6,58692,B561500,Secondary and unspec malig neop paratracheal lymph nodes
6,46409,B563300,Secondary and unspec malig neop pectoral lymph nodes
6,55463,B561400,Secondary and unspec malig neop post mediastinal lymph nodes
6,52190,B561900,Secondary and unspec malig neop pulmonary lymph nodes
6,47366,B565300,Secondary and unspec malig neop sacral lymph nodes
6,39433,B560500,Secondary and unspec malig neop submandibular lymph nodes
6,38343,B560700,Secondary and unspec malig neop submental lymph nodes
6,67797,B561600,Secondary and unspec malig neop superfic tracheobronchial LN
6,33395,B560200,Secondary and unspec malig neop superficial cervical LN
6,54278,B564000,Secondary and unspec malig neop superficial inguinal LN
6,72713,B562100,Secondary and unspec malig neop superficial mesenteric LN
6,98626,B563100,Secondary and unspec malig neop supratrochlear lymph nodes
6,66775,B560100,Secondary and unspec malignant neoplasm mastoid lymph nodes
6,65253,B560300,Secondary and unspec malignant neoplasm occipital lymph node
6,9618,B56..00,Secondary and unspecified malignant neoplasm of lymph nodes
1,15424,J616100,Secondary biliary cirrhosis
6,97832,B58y211,Secondary cancer of the cervix
6,65490,B58y411,Secondary cancer of the vulva
6,27651,B58..11,Secondary carcinoma of other specified sites
6,24301,B57..12,Secondary carcinoma of respiratory and/or digestive systems
1,22487,C10N.00,Secondary diabetes mellitus
6,36200,B575z00,Secondary malig neop of large intestine or rectum NOS
6,35053,B57..00,Secondary malig neop of respiratory and digestive systems
6,66083,B57z.00,Secondary malig neop of respiratory or digestive system NOS
6,67396,B576.00,Secondary malig neop of retroperitoneum and peritoneum
6,97672,B576z00,Secondary malig neop of retroperitoneum or peritoneum NOS
6,70026,B574z00,Secondary malig neop of small intestine or duodenum NOS
6,36401,B587.00,Secondary malignant neoplasm of adrenal gland
6,22146,B581100,Secondary malignant neoplasm of bladder
6,7654,B585.00,Secondary malignant neoplasm of bone and bone marrow
6,5198,B583000,Secondary malignant neoplasm of brain
6,33843,B583.00,Secondary malignant neoplasm of brain and spinal cord
6,59375,B583z00,Secondary malignant neoplasm of brain or spinal cord NOS
6,16760,B58y000,Secondary malignant neoplasm of breast
6,73616,B58y200,Secondary malignant neoplasm of cervix uteri
6,28727,B575000,Secondary malignant neoplasm of colon
6,55946,B574000,Secondary malignant neoplasm of duodenum
6,104480,B58y800,Secondary malignant neoplasm of epididymis and vas deferens
6,99511,B574200,Secondary malignant neoplasm of ileum
6,110433,B574100,Secondary malignant neoplasm of jejunum
6,1952,B580.00,Secondary malignant neoplasm of kidney
6,44529,B575.00,Secondary malignant neoplasm of large intestine and rectum
6,15103,B577.00,Secondary malignant neoplasm of liver
6,36147,B153.00,Secondary malignant neoplasm of liver
6,4137,B570.00,Secondary malignant neoplasm of lung
6,51551,B571.00,Secondary malignant neoplasm of mediastinum
6,56345,B57y.00,Secondary malignant neoplasm of other digestive organ
6,54120,B584.00,Secondary malignant neoplasm of other part of nervous system
6,62584,B573.00,Secondary malignant neoplasm of other respiratory organs
6,22524,B58yz00,Secondary malignant neoplasm of other specified site NOS
6,16500,B58z.00,Secondary malignant neoplasm of other specified site NOS
6,18616,B58y.00,Secondary malignant neoplasm of other specified sites
6,5842,B58..00,Secondary malignant neoplasm of other specified sites
6,62828,B581z00,Secondary malignant neoplasm of other urinary organ NOS
6,73213,B581.00,Secondary malignant neoplasm of other urinary organs
6,44615,B586.00,Secondary malignant neoplasm of ovary
6,49145,B58y700,Secondary malignant neoplasm of penis
6,27391,B576100,Secondary malignant neoplasm of peritoneum
6,16213,B572.00,Secondary malignant neoplasm of pleura
6,21590,B58y500,Secondary malignant neoplasm of prostate
6,62909,B575100,Secondary malignant neoplasm of rectum
6,35364,B576000,Secondary malignant neoplasm of retroperitoneum
6,19945,B582.00,Secondary malignant neoplasm of skin
6,55096,B582z00,Secondary malignant neoplasm of skin NOS
6,9505,B582600,Secondary malignant neoplasm of skin of breast
6,100296,B582100,Secondary malignant neoplasm of skin of face
6,43930,B582000,Secondary malignant neoplasm of skin of head
6,48828,B582500,Secondary malignant neoplasm of skin of hip and leg
6,35999,B582200,Secondary malignant neoplasm of skin of neck
6,63896,B582400,Secondary malignant neoplasm of skin of shoulder and arm
6,41144,B582300,Secondary malignant neoplasm of skin of trunk
6,64680,B574.00,Secondary malignant neoplasm of small intestine and duodenum
6,38918,B583100,Secondary malignant neoplasm of spinal cord
6,34145,B58y600,Secondary malignant neoplasm of testis
6,45824,B58y900,Secondary malignant neoplasm of tongue
6,54679,B594.00,Secondary malignant neoplasm of unknown site
6,60134,B581000,Secondary malignant neoplasm of ureter
6,53528,B581200,Secondary malignant neoplasm of urethra
6,55090,B58y100,Secondary malignant neoplasm of uterus
6,70736,B58y300,Secondary malignant neoplasm of vagina
6,60335,B58y400,Secondary malignant neoplasm of vulva
1,51697,C10G.00,Secondary pancreatic diabetes mellitus
6,67129,B560z00,Secondary unspec malig neop lymph nodes head/face/neck NOS
1,56860,H320000,Segmental bullous emphysema
2,21786,B471000,Seminoma of descended testis
2,2961,B47z.11,Seminoma of testis
2,7740,B470200,Seminoma of undescended testis
1,1916,E00..11,Senile dementia
1,1350,E00..12,Senile/presenile dementia
1,48149,G681.00,Sequelae of intracerebral haemorrhage
1,44740,G680.00,Sequelae of subarachnoid haemorrhage
1,51138,G68W.00,Sequelae/other + unspecified cerebrovascular diseases
1,93353,H35y600,Sequoiosis (red-cedar asthma)
1,10919,N04y111,Sero negative polyarthritis
1,6916,N040P00,Seronegative rheumatoid arthritis
1,9707,N047.00,Seropositive errosive rheumatoid arthritis
1,12019,N04X.00,"Seropositive rheumatoid arthritis, unspecified"
1,3366,663V300,Severe asthma
1,233,H33z011,Severe asthma attack
2,35014,B622.00,Sezary's disease
2,100532,B622z00,Sezary's disease NOS
1,30235,H434.00,Siderosis
1,17689,G30..17,Silent myocardial infarction
1,46460,H42..00,Silica and silicate pneumoconiosis
1,23446,H42z.00,Silica pneumoconiosis NOS
1,25603,H310.00,Simple chronic bronchitis
1,61118,H310z00,Simple chronic bronchitis NOS
1,16717,H310100,Smokers' cough
2,19028,B630100,Solitary myeloma
2,20122,F221.00,Spastic hemiplegia
2,9375,F241100,Spastic paraplegia
1,93577,H435.00,Stannosis
1,4892,H33z000,Status asthmaticus NOS
1,63830,G63..12,Stenosis of precerebral arteries
1,26108,C10B000,Steroid induced diabetes mellitus without complication
1,6865,761J.11,Stomach ulcer operations
1,1295,J14..15,Stomal ulcer
1,15821,J13..11,Stress ulcer NOS
1,18604,G61..12,Stroke due to intracerebral haemorrhage
2,54793,B682.00,Subacute leukaemia NOS
2,72774,B642.00,Subacute lymphoid leukaemia
2,101606,B662.00,Subacute monocytic leukaemia
2,63475,B652.00,Subacute myeloid leukaemia
2,104475,B692.00,Subacute myelomonocytic leukaemia
1,69313,J601200,Subacute yellow atrophy
1,17326,G60X.00,"Subarachnoid haemorrh from intracranial artery, unspecif"
1,1786,G60..00,Subarachnoid haemorrhage
1,23580,G60z.00,Subarachnoid haemorrhage NOS
1,28807,S62..12,Subarachnoid haemorrhage following injury
1,42331,G603.00,Subarachnoid haemorrhage from anterior communicating artery
1,41910,G605.00,Subarachnoid haemorrhage from basilar artery
1,56007,G601.00,Subarachnoid haemorrhage from carotid siphon and bifurcation
1,19412,G602.00,Subarachnoid haemorrhage from middle cerebral artery
1,9696,G604.00,Subarachnoid haemorrhage from posterior communicating artery
1,60692,G606.00,Subarachnoid haemorrhage from vertebral artery
1,20113,SK07.00,Subcutaneous emphysema
1,18912,G623.00,Subdural haemorrhage NOS
1,93206,H353.00,Suberosis ( cork-handlers' lung )
1,70005,761J111,Suture of ulcer of stomach NEC
1,7871,N000.00,Systemic lupus erythematosus
1,42719,N000z00,Systemic lupus erythematosus NOS
1,29519,N000300,Systemic lupus erythematosus with organ or sys involv
1,11920,N000400,Systemic lupus erythematosus with pericarditis
1,28417,N001.12,Systemic sclerosis
1,110174,N001200,Systemic sclerosis induced by drugs and chemicals
2,90201,B62x000,T-zone lymphoma
1,60805,H420.00,Talc pneumoconiosis
2,9476,B471100,Teratoma of descended testis
2,15989,B47z.12,Teratoma of testis
2,36325,B470300,Teratoma of undescended testis
1,27563,G711.00,Thoracic aortic aneurysm which has ruptured
1,23532,G712.00,Thoracic aortic aneurysm without mention of rupture
1,11430,G715000,"Thoracoabdominal aortic aneurysm, ruptured"
1,40787,G716000,"Thoracoabdominal aortic aneurysm, without mention of rupture"
2,65777,B672.11,Thrombocytic leukaemia
1,44120,J635600,Toxic liver disease with fibrosis and cirrhosis of liver
1,3163,H300.00,Tracheobronchitis NOS
1,504,G65..00,Transient cerebral ischaemia
1,15788,G65zz00,Transient cerebral ischaemia NOS
1,1895,G65z.00,Transient cerebral ischaemia NOS
1,58545,S627.00,Traumatic subarachnoid haemorrhage
1,8181,S628.00,Traumatic subdural haemorrhage
2,95630,B62x600,True histiocytic lymphoma
1,63408,7A13411,Tube graft abdominal Aortic aneurysm (emergency)
1,26232,7A14411,Tube graft of Abdominal aortic aneurysm
1,17858,C108.12,Type 1 diabetes mellitus
1,1549,C10E.00,Type 1 diabetes mellitus
1,35288,C10E800,Type 1 diabetes mellitus - poor control
1,45914,C108812,Type 1 diabetes mellitus - poor control
1,40682,C10E900,Type 1 diabetes mellitus maturity onset
2,49554,C10EF00,Type 1 diabetes mellitus with diabetic cataract
1,69993,C10E600,Type 1 diabetes mellitus with gangrene
2,55239,C10EQ00,Type 1 diabetes mellitus with gastroparesis
1,39070,C10EE00,Type 1 diabetes mellitus with hypoglycaemic coma
1,70766,C108E12,Type 1 diabetes mellitus with hypoglycaemic coma
1,10692,C10EM00,Type 1 diabetes mellitus with ketoacidosis
1,40837,C10EN00,Type 1 diabetes mellitus with ketoacidotic coma
2,68105,C10EB00,Type 1 diabetes mellitus with mononeuropathy
2,10418,C10ED00,Type 1 diabetes mellitus with nephropathy
2,61829,C108212,Type 1 diabetes mellitus with neurological complications
2,42831,C10E200,Type 1 diabetes mellitus with neurological complications
2,18230,C108J12,Type 1 diabetes mellitus with neuropathic arthropathy
2,47649,C10E100,Type 1 diabetes mellitus with ophthalmic complications
1,93468,C10EG00,Type 1 diabetes mellitus with peripheral angiopathy
1,30294,C10EL00,Type 1 diabetes mellitus with persistent microalbuminuria
1,30323,C10EK00,Type 1 diabetes mellitus with persistent proteinuria
2,46301,C10EC00,Type 1 diabetes mellitus with polyneuropathy
2,47582,C10E000,Type 1 diabetes mellitus with renal complications
2,21983,C108012,Type 1 diabetes mellitus with renal complications
2,41049,C108712,Type 1 diabetes mellitus with retinopathy
1,18683,C10E500,Type 1 diabetes mellitus with ulcer
1,69676,C10EA00,Type 1 diabetes mellitus without complication
1,758,C10F.00,Type 2 diabetes mellitus
